,text,pred,rob_label,score
1684,"My interview with British Amb. to the U.S. @KarenPierceUK on Russia, China... and Washington. Watch: https://t.co/0l8BHfttbp. @foxnews #foxnews #fox #England #uk #GreatBritain #Diplomacy @WhiteHouse @StateDept @foreignoffice @ForeignPolicy @ForeignAffairs @realDonaldTrump @UN",1,POSITIVE,0.9964644
1685,Back with Molly at 4 pm ET! https://t.co/ElTJWF1jWy,1,POSITIVE,0.99832547
1686,"Confronting Iran. @realDonaldTrump's Mid-East push for the Gulf, Watch @rebeccagrantdc with me:    https://t.co/9Lpkt7C9Dg. @foxnews #fox #foxnews #Qatar #UAE #Bahrain #kuwaitnews #Egypt #oman #SaudiArabia #GCC #GULF @GCC @StateDept @UN #UN @WhiteHouse #MiddleEast #Iran @CFR_org",0,NEGATIVE,0.9721613
1687,@foxnews #fox #foxnews @MollyLineFNC #SaturdayThoughts https://t.co/QbOVgpIJBn,1,POSITIVE,0.9295083
1688,Thank you Dr. Grant! Updates this weekend on @FoxNews. #foxnews #fox #MiddleEast @USUN #qatarnews #foreignaffairs #InternationalRelations #Diplomat #diplomacy @ICHRI @4freedominiran2 @iranpolicylive @iran_policy @PahlaviReza #UAE https://t.co/DNr64dKata,1,POSITIVE,0.99804264
1689,A hold up hurts U.S. interests: https://t.co/G7LpEgjb8V. @foxnews #foxnews #fox @WhiteHouse @StateDept @GCC #Gulf #GCC #SaudiArabia #Kuwait #Bahrain #Qatar #UAE @uaegov @MOPHQatar @bna_en @kbsalsaud @saudiarabia #Oman @UN #UN #MiddleEast @realDonaldTrump #Trump #DonaldTrump,0,NEGATIVE,0.9980763
1690,Thanks Fox News viewers! @FoxNews #foxnews #fox #ratings #news #cable #media https://t.co/RXsg8wxVHN,1,POSITIVE,0.99824077
1691,Join us! @FoxNews #foxnews #fox @AmericaNewsroom @SandraSmithFox https://t.co/t8u11hAb0g,1,POSITIVE,0.9981982
1692,@foxnews #foxnews #fox @AmericaNewsroom @SandraSmithFox https://t.co/OWoaLTzO9j,0,NEGATIVE,0.97945267
1693,"John Bolton with me today, and he addresses his critics...on both sides of the aisle: https://t.co/fgEIaLEbUf. @foxnews #foxnews #fox @realDonaldTrump #RussianBounty #JohnBolton #whitehouse #Bestseller #trump #DonaldTrump",1,POSITIVE,0.99682134
1694,"Happy July 4th! Efforts to save @starsandstripes from budget cuts, watch: https://t.co/v3t3Pr7aVX. @foxnews #fox #foxnews @starsandstripes @JohnBoozman @RepMichaelWaltz @realDonaldTrump @DeptofDefense #Military #MilitaryWives #ARMY #AirForce #Navy #USAF #USNavy #USMC #July4th",1,POSITIVE,0.99857354
1695,"Happy July 4th! Efforts to save @starsandstripes from budget cuts, watch: https://t.co/v3t3Pr7aVX. @foxnews #fox #foxnews @starsandstripes @JohnBoozman @RepMichaelWaltz @realDonaldTrump @DeptofDefense #Military #MilitaryWives #ARMY #AirForce #Navy #USAF #USNavy #USMC #July4th",1,POSITIVE,0.99857354
1696,Have a Happy🇺🇸 Fourth! @FoxNews #fox #foxnews #FourthofJuly #FourthofJulyWeekend #July4th2020 #July4th @MollyLineFNC https://t.co/hDjXQ7vxVj,1,POSITIVE,0.9987694
1697,@thehighsign I love this picture of them: https://t.co/hB5GAZ6I7Q,1,POSITIVE,0.9986437
1698,What a wonderful talent. He has left such a rich legacy that we can continue to enjoy in the years to come. One of the funniest Hoyas! @GeorgetownHoyas @Georgetown #carlReiner https://t.co/4eGxy6VxJc,1,POSITIVE,0.9986572
1699,"The Mail-in Vote fraud debate hits the Presidential campaign, watch:  https://t.co/0gTyGpDUE2. @foxnews #foxnews #fox #Voting #VoterFraud #MailInBallots #ElectionDay #Election2020 @realDonaldTrump #DonaldTrump",0,NEGATIVE,0.99569595
1700,#FoxNews @foxnews #fox #NorthKorea #KimYooJung #kimyojong @GordonGChang #ottowarmbier @realDonaldTrump @StateDept @un @USUN @LibertyinNK @38NorthNK https://t.co/6zMdwTtTcL,1,POSITIVE,0.9892486
1701,Congratulations P! So well deserved. No one can nab the right newsmakers like you. We have astounding people the public rarely see. @ArthelNeville @foxnews #foxnews #fox @johnnydollar01 @TVNewsHQ @tvnewser https://t.co/PiXV2HRyXz,1,POSITIVE,0.9986151
1702,"Who is Kim Yo-Jong, the dictator’s sister? More ruthless and scary?  @FoxNews #foxnews #fox @GordonGChang @realDonaldTrump https://t.co/LkEwMv8dnx",0,NEGATIVE,0.92978454
1703,"Kim Jong Un will try to  steal you vote, warns experts, watch: https://t.co/uOLaGwuRhr. @foxnews #foxnews #fox #ottowarmbier @senrobportman #warmbier #northkorea #KimJongUn #Election2020 #voting @realDonaldTrump #trump #DonaldTrump #northkorea #voting #warmbier 
@StateDept",0,NEGATIVE,0.99806935
1704,@foxnews #foxnews #fox #TulsaTrumpRally #TulsaRally @realDonaldTrump #news #media https://t.co/LMAo44pQv2,0,NEGATIVE,0.7757319
1705,@FoxNews #fox #foxnews @TuftsUniversity @Georgetown @AmbJohnBolton #Bolton #BoltonBook @EACgov #Election2020 #election @realDonaldTrump #Trump #democracy #democrats #Republican @HouseDemocrats @GOP @DNC @RNCResearch #votingmachines #voting https://t.co/BELTuBnBaC,0,NEGATIVE,0.9857628
1706,"Thank you @foxnews viewers, for your trust. #foxnews #fox #journalism #news #Media #Television #TV #cable #Ratings https://t.co/DzdinchZNQ",1,POSITIVE,0.9984767
1707,"Cable News Rankings Sun June 14

1⃣5⃣@FoxandFriends @JedediahBila @PeteHegseth @GriffJenkins
2⃣@SundayFutures @MariaBartiromo
3⃣@GregGutfeldShow @GregGutfeld
4⃣@MarkLevinShow
6⃣@NextRevFNC @SteveHiltonx
7⃣@HowardKurtz
8⃣@EricShawnTV @ArthelNeville
9⃣@FoxNewsSunday
🔟@JonScottFNC https://t.co/pbckkXYUCM",1,POSITIVE,0.9920525
1708,"""Everyone might be letting the guard down a little bit,"" warns Dr. Holly Andersen about #cornonavirus. Don't! Watch: https://t.co/Am9aLyptQG @foxnews #foxnews #fox #CoronavirusPandemic #COVID #CoronavirusOutbreak @nyphospital @WeillCornell @CDCgov  #texas #florida #Arizona",0,NEGATIVE,0.9973437
1709,"NYC detectives' union turns the tables, vows to sue George Floyd rioters who attack officers https://t.co/YHGRTtG9q3 #FoxNews @foxnews @fox #Police #PoliceSTATAct #protests2020 #riots2020 #PoliceBrutality @NYCPBA @NYPDnews @NYCMayorsOffice @realDonaldTrump #LawAndOrder #trump",0,NEGATIVE,0.99701893
1710,"3 charges, says the @NYPDnews: making terroristic threats, aggravated harassment and false reporting. @FoxNews #foxnews #fox #protests2020 @NYCMayor #BillDeBlasio #police #politics @realDonaldTrump #trump @johnnydollar01 #journalism #TV #NYCRiots #NYCCurfew #NYC #protests https://t.co/KLWB1nMUBy",0,NEGATIVE,0.9983377
1711,Apoligies and thanks to @EricShawnTV and @ArthelNeville at @FoxNews for calling out the lunacy of defunding the police. I commented before they got done talking. #apologies,1,POSITIVE,0.9791742
1712,"ARRESTED. NYPD says Israel ""ACE"" Burns has been charged with making terroristic threats, aggravated harassment and false reporting. I condemned what he said on @FoxNews yesterday. #foxnews #fox @johnnydollar01 @NYPDnews @NYCMayor @nycgov #protests2020 https://t.co/cjCI1FVn4n",0,NEGATIVE,0.99886996
1713,"ARRESTED. The NYPD says ""Ace"" Burns is now charged with making terrorist threats, aggravated harassment and false reporting for ""the incident that occurred on Fox News live air."" @foxnews #fox #foxnews #protests2020 @NYPDnews @nycgov @NYGovCuomo @realDonaldTrump #Trump https://t.co/nfnnTAZXuz",0,NEGATIVE,0.9983953
1714,NYC protest organizer questioned after threat to take violence to Diamond District: 'Gasoline ... is awfully cheap' https://t.co/glg44fZVbH #FoxNews @foxnews #fox #protests2020 @nypd @NYCMayorsOffice @nycgov  @NYGovCuomo #newyork #NYC  @realDonaldTrump #trump #NYPD #DonaldTrump,0,NEGATIVE,0.9986662
1715,"https://t.co/VhpjPHwHIV
@foxnews #foxnews #fox #news #NewYork",0,NEGATIVE,0.9699548
1716,@FoxNews #fox #FoxNews #NewYork #NewYorkProtests @NYCMayorsOffice @nycgov @NYPDnews @NYGovCuomo @NYPDShea @realDonaldTrump #news @BPEricAdams #brooklynprotest #DeBlasio #cuomo #NYPD #diamonddistrict https://t.co/KLWB1nMUBy,0,NEGATIVE,0.99077034
1717,"On this day we remember the fallen. I think of Marty Clabaugh and Fred Catrone, #KIA on 4/12/1944, when my Dad's B-24 was shot down over Belgium. I especially honor my uncle, Lt. Col. (Ret.) Robert Shawn, who passed away yesterday at age 100. @USAF @foxnews #foxnews #memorialday",1,POSITIVE,0.99762356
1718,"You should sue China for causing #Coronavirus says Sen. @HawleyMO. Agree? Watch:  https://t.co/YqW0uLu5Qy.
@foxnews #foxnews #fox #COVID #COVID19 #CoronavirusPandemic  #China  #ChinaMustPay #ChinaVirus @realDonaldTrump @TomCottonAR #Missouri",0,NEGATIVE,0.9975255
1719,Stay safe! @FoxNews #foxnews #fox #memorialdayweekend2020 https://t.co/7ysLefP0RB,1,POSITIVE,0.99796015
1720,A message from Jasper https://t.co/USI7j2a3AE,1,POSITIVE,0.99749845
1721,Sen. @HawleyMO says China is threatening him. He doesn’t care. Reports say Beijing is also mad at @TomCottonAR  &amp;. #Missouri over #coronavirus criticism. More when I anchor this weekend. @foxnews #foxnews #fox #ChinaLiedPeopleDied  #Covid_19 @AGEricSchmitt @GovParsonMO #Arkansas https://t.co/pXIPnhcoEC,0,NEGATIVE,0.9979048
1722,Should you have the right to sue China for the #CoronavirusPandemic? Sen. @HawleyMO says yes.  Watch: https://t.co/LK4002x45a. @foxnews #foxnews #fox #CoronaVirusUpdate #COVID19 #Covid_19 #virus #ChinaLiedPeopleDied #senate @GOP @DNC @StateDept @realDonaldTrump,0,NEGATIVE,0.99429417
1723,"VA ban of Memorial Day tradition 'perverse' if beaches can reopen amid coronavirus, NY county official says https://t.co/0qHyaEG0JQ #FoxNews @foxnews #fox #Veterans #MilitaryAppreciationMonth #Military #MemorialDay #MemorialDayWeekend #Suffolk #NewYork #NewYorkTough #LongIsland",0,NEGATIVE,0.9979685
1724,@foxnews #foxnews #fox #coronavirus #Covid_19 #ChinaVirus #china https://t.co/DqwKcWVsRc,0,NEGATIVE,0.9946572
1725,"Uh oh. You could get #Coronavirus from someone speaking to you, says study. Watch Dr. Holly Andersen: https://t.co/MAYXFX8IJc. @foxnews #fox #foxnews @nyphospital @WeillCornell #COVID #COVIDー19 #CoronavirusPandemic #Masks #StayAtHome #healthcare #healthy #pandemic @cdc @NIH",0,NEGATIVE,0.9960222
1726,"The @boyscouts banned  from honoring veterans on #MemorialDay due to #coronavirus, Watch: https://t.co/YlmAfshTkv @foxnews #foxnews #fox @girlscouts #veterans #WW2 #VietnamWar #ARMY #navy #marines #airforce #Military #COVID19 #US #USA #USNavy #USAF @DeptVetAffairs @DeptofDefense",0,NEGATIVE,0.9981224
1727,"I love working with my partner in news, @ArthelNeville. She has my #. And hey, it’s live! https://t.co/X0mONbL9DH",1,POSITIVE,0.998751
1728,"A look at military heroes with four legs! Watch: https://t.co/cmAoJfaTnl. #Herodogs is on @foxnation and the 3 episodes of my investigation ""RIDDLE, The Search for James R. Hoffa"" are also on. @ShannonBream 
#fox @foxnews #FoxNews #dogs #Military #Heroes #ARMY #vets #foxnation",1,POSITIVE,0.997199
1729,"I know Cindy Warmbier misses Otto all of the time, but especially today. I spoke to her earlier to wish her a Happy Mother’s Day - and tell her there are millions of Americans that love her family and support them in finding justice.",1,POSITIVE,0.99845374
1730,"The new #coronavirus tests, Watch Dr. Holly Andersen: https://t.co/rcNOEanEEU. @foxnews #foxnews #fox @nyphospital #NYPheart @WeillCornell #heart #COVID19 #COVID #tests #Medical #healthcare #healthy @US_FDA @CDCgov",1,POSITIVE,0.9924657
1731,"Will Republicans want Pres. Obama to testify on the Russian investigation and Gen. Flynn? ""He will have to answer that question,"" says @Philipwegmann Watch: https://t.co/ZSf9dOcFPQ. @foxnews #foxnews #fox @RealClearNews #obama @SidneyPowell1 @realDonaldTrump @GenFlynn #Congress",0,NEGATIVE,0.993182
1732,"Thank you, Alan  for highlighting the issue! @foxnews #foxnews #fox #ruralLife #rural #farmers #FarmStrong #ranchers #smalltown #us #usa #midwest #mountainwest #Southwest #NewEngland #southeast #coronavirus #COVID2019 https://t.co/N8SnjizxOl",1,POSITIVE,0.9984136
1733,".@DeptVetAffairs has suspended @boyscouts / vets groups from placing US flags at tombstones in our national cemeteries on #MemorialDay.

We have 2 in Suffolk.

I asked VA to work with @SuffolkCoHealth to meet guidance - not end TRADITION!

cc: @WhiteHouse 
https://t.co/dQRTVA7r4X",0,NEGATIVE,0.99724126
1734,"Thank you, Amb. Grenell. An important signal to uphold @UN sanctions. #UN #unsc @SCRtweets @foxnews #foxnews #Pompeo @WhiteHouse @USUN @UKUN_NewYork @Chinamission2UN @russiaUN @franceonu @GermanyUN @antonioguterres @StateDept @EUatUN @EU_Commission #OttoWarmbier #DPRK #KimJongUn https://t.co/9225AaYUmb",1,POSITIVE,0.99837357
1735,Spreading  “the secret” by @Foxnews. Thank you Phillip for your service and to all in the @CivilAirPatrol! Watch our story below: #FoxNews @foxandfriends @AmericaNewsroom @OutnumberedFNC @HARRISFAULKNER @DanaPerino @BillHemmer @TeamCavuto @BretBaier @ShannonBream @FoxNewsSunday https://t.co/gBzal4RdjO,1,POSITIVE,0.99555755
1736,@foxnews #foxnews https://t.co/D6j3ui9fPM,0,NEGATIVE,0.9851652
1737,"Confronting #coronavirus from the skies, the @CivilAirPatrol takes flight in the fight: https://t.co/lvV4wkxFhW. @foxnews #fox #foxnews #COVIDー19 #HealthcareHeroes @USAFReserve @usairforce @realDonaldTrump @DeptofDefense #flying #AirForce #civilairpatrol #pilot #cessna @Cessna",1,POSITIVE,0.9976442
1738,Ok Mindy... Way to go Luigi! And thank you @fdny @nypd @NYPD19Pct @lenoxhill @nyphospital @MountSinaiNYC #doctors #nurses #HealthcareHeroes @nycemergencymgt @Lukes79thSt https://t.co/TS1m4KillC,1,POSITIVE,0.99858016
1739,Florida and other states start to reopen. Too soon or not soon enough? Watch: https://t.co/DOMqzO7Dhw. @foxnews #fox #foxnews #Florida @CityofJax @lennycurry @RonDeSantisFL #desantis #gatornation #beaches #coronavirus #COVIDー19 @floridagop @FlaDems @marcorubio @Senrickscott,1,POSITIVE,0.9946098
1740,I anchor @FoxNews at 12 pm and 3-5 pm ET. A win against Kim Jong Un: https://t.co/7tCE99tAAS. #foxnews #fox @UN #UN #NorthKorea #SouthKorea @realDonaldTrump #DonaldTrump @StateDept @RichardGrenell #OttoWarmbier @WhiteHouse #DPRK #Germany #Berlin #KimJongUn @SungYoonLee1,1,POSITIVE,0.998172
1741,"A win for the U.S. and the family of #OttoWarmbier thanks to Amb. @RichardGrenell, watch: https://t.co/pMFEUKuSFt. @foxnews #FoxNews #fox #NorthKorea @UN #UN @StateDept @ODNIgov @usbotschaft @GermanyDiplo @LibertyinNK @38NorthNK @hrw @HRF #hotels #hostel",1,POSITIVE,0.9985408
1742,"The #Coronavirus testing plan. @kayleighmcenany explains from the #WhiteHouse, watch: https://t.co/VbTqoxD7ni. @foxnews #fox #foxnews #DonaldTrump @realDonaldTrump #coronavirus #COVID19 #testing #ContactTracing #CovidTesting #CovidTests",1,POSITIVE,0.9800302
1743,"Cruz bill would bar US officials from using Chinese-backed tech, stop taxpayer dollars for related UN contracts https://t.co/XvGvXciddz #FoxNews @foxnews #fox #cruz @tedcruz #China #ChinaMustPay #un @USUN @UN",0,NEGATIVE,0.9959018
1744,"Contact Tracers needed to stop #Coronavirus, Watch:   https://t.co/7idS7hfyQx. @foxnews #foxnews #fox #ContactTracing #contact_tracing #CoronaVirusUpdates #covidsafe #COVID #Covid_19 #COVIDー19 #NorthDakota #states @realDonaldTrump #healthy #CDC @CDCgov #NIH @NIH #Fauci #Birx",1,POSITIVE,0.9936298
1745,So glad @MaskMatch &amp; @SCRMC got together! Watch our segment: https://t.co/EJCmme0kQS. @foxnews #foxnews #FoxNews #Masks #HealthcareHeroes #HealthCareWorkers #healthcare #mississippi @tatereeves @MSTODAYnews @MSDH @msdotgov @msstate #MississippiState #coronavirus #COVID19 #nurses,1,POSITIVE,0.99852526
1746,"I bang a pot, holding out of the window,  every night at 7 pm for our #HealthcareHeroes. And clap. And we yell. Thank you! @foxnews #fox #foxnews @AfyaFoundation @MaskMatch @MasksForDocs #nurses #Doctors @nyphospital @WeillCornell @lenoxhill @MountSinaiNYC @NYHospitals @hhccny https://t.co/liK2UJ8AQO",1,POSITIVE,0.99853474
1747,How to thank a nurse! Watch: https://t.co/SQQPECbvOU.  @foxnews #fox #foxnews #nurses #NurseTwitter #THANKYOU #CoronavirusOutbreak #COVID2019 @ANANursingWorld @NationalNurses #HealthcareHeroes @WeNurses @CalNurses @Medsurgenurses @WeillCornell #StatenIsland #NYC,1,POSITIVE,0.9981571
1748,Vets in service against #Coronavirus. Watch @TeamRubicon: https://t.co/qVZJu2CIiT. @Foxnews #foxnews #fox #teamrubicon #vets #Veterans #marines #army #navy #AirForce #coastguard #Military #DOD #VolunteersAgainstCovid19 #volunteers @TeamRubiconUK @TeamRubicon_6 @teamrubicon_4,1,POSITIVE,0.99615026
1749,"Thank you Luigi and LUKES! @foxnews #fox #foxnews #NYCLockdown #StayHome #ThankYou @Lukes79thSt @LBarDoc We are all in this together.
https://t.co/WEgCs4HZES",1,POSITIVE,0.9986255
1750,"Please read this, especially if you live where #Cornoavirus has not widely spread...yet. @MinotDailyNews https://t.co/fFZnlPOgJH @Foxnews #Foxnews #fox #Covid19 #Covid-19 #Southdakota #Minot @DougBurgum @SenJohnHoeven @SenKevinCramer @RepArmstrongND #covid19ND #NDSmart #health",1,POSITIVE,0.9975883
1751,@foxnews #fox #foxnews #farmers #ranchers #countrymusic #country #FarmLife #Ranch #Kansas #Montana #SouthDakota #NorthDakota #Texas #Iowa #Ohio #Nebraska #oklahomastrong #Utah #Nevada #Arizona #Kentucky #Florida #Idaho #Missouri #NewMexico #Alabama #Maine #Indiana  #Colorado https://t.co/1iKYH14I1G,1,POSITIVE,0.9956732
1752,"Not just the lungs. #CoronaVirusUpdate hits major organs and causes blood clots. Watch Dr. Holly Andersen explain:   https://t.co/XXCIiLD76U. @foxnews #fox #Foxnews @WeillCornell @nyphospital @NYHospitals #nyphospital
@nyphospital #NYPHeros #WCM #WCMDeptofMed #coronavirus #heart",0,NEGATIVE,0.9931746
1753,"Montgomery Mayor Steven Reed says state needs more testing, expand contact tracing and follow-up before full re-opening: https://t.co/NjMKfrXMhX. @foxnews #foxnews #fox #Alabama #Montgomery @stevenlouisreed  #CoronavirusUSA #reopen #COVID @CityofMonterey #StayHome #StayConnected",0,NEGATIVE,0.9906094
1754,"@foxnews #foxnews #fox @wsj We will be live with President Trump’s briefing at 5 pm ET. @POTUS @realDonaldTrump @WhiteHouse 
#whitehouse #CoronavirusUSA #COVID https://t.co/mn3JpoQR7H",1,POSITIVE,0.7141706
1755,"Seventy-five years ago today, I was wounded in the hills of Italy... https://t.co/PXRubVGmqi",1,POSITIVE,0.9828956
1756,How to help...and thank a Nurse! Watch: https://t.co/J04LbdZP6c. @foxnews #fox #foxnews #nursing #nurses #NursesCOVID19 #NursesAreHeroes @ANANursingWorld @ANAnursesMI @AAN_Nursing #thanksnurses @SigmaNursing @ENAorg #CoronavirusPandemic #COVID19 #COVID #COVID2019 #Hospitals @NIH,1,POSITIVE,0.9976927
1757,"I will too! Chris is a straight shooter, really does his homework, and does not suffer fools easily. What a newsman should be. It’s in his genes. https://t.co/miGpDAbSdC",1,POSITIVE,0.99885523
1758,We need testing. Former CDC chief Tom Frieden's 4-step plan to 'get the country up and running’: Watch: https://t.co/LHCXZb5ja4 #FoxNews @foxnews #fox @cdc @DrTomFrieden #CoronavirusOutbreak #COVID19 #economy #CDC #TESTTESTTEST #TestingForCovid19 #EasterSunday #Easter2020 #,0,NEGATIVE,0.9929967
